epoch,train_loss,train_acc1,val_mae,val_rmse,val_r,val_acc1,val_acc2
1,66.3830078125,0.0,95.54239654541016,95.5559646637116,-0.06512829661369324,0.0,0.0
2,65.43131474086216,0.0,94.34662628173828,94.36027409945882,-0.05945500358939171,0.0,0.0
3,64.6734865461077,0.0,93.31443786621094,93.32819693827798,-0.03951092064380646,0.0,0.0
4,63.96235209873745,0.0,92.25657653808594,92.27048701203164,-0.04027724638581276,0.0,0.0
5,63.19476045880999,0.0,91.12810516357422,91.14217730762745,-0.03944564238190651,0.0,0.0
6,62.39074020385742,0.0,89.90715026855469,89.92140937107942,-0.03221789002418518,0.0,0.0
7,61.51532560076032,0.0,88.57788848876953,88.59237212332391,-0.018423182889819145,0.0,0.0
8,60.556243133544925,0.0,87.12837982177734,87.14309745237284,-0.024174248799681664,0.0,0.0
9,59.51581780569894,0.0,85.54891204833984,85.5638952817206,-0.016310708597302437,0.0,0.0
10,58.38287680489676,0.0,83.83125305175781,83.84653659644357,-0.014953034929931164,0.0,0.0
11,57.14789842878069,0.0,81.9677505493164,81.98337591110317,-0.005674951244145632,0.0,0.0
12,55.81913114275251,0.0,79.95329284667969,79.9693300584668,-0.01583270914852619,0.0,0.0
13,54.374789755684986,0.0,77.78181457519531,77.79830128989803,-0.013794762082397938,0.0,0.0
14,52.82871518816267,0.0,75.45111083984375,75.46810946933148,-0.01594107784330845,0.0,0.0
15,51.1672004699707,0.0,72.95490264892578,72.97247046189747,-0.009587898850440979,0.0,0.0
16,49.393428148542135,0.0,70.29135131835938,70.30958674520318,0.000794274325016886,0.0,0.0
17,47.504268755231585,0.0,67.45697784423828,67.47597590415977,0.010237805545330048,0.0,0.0
18,45.489856828962054,0.0,64.4463119506836,64.46620132504512,-0.00452087540179491,0.0,0.0
19,43.3548097882952,0.0,61.25816345214844,61.27908270007393,-0.009788100607693195,0.0,0.0
20,41.101571219308035,0.0,57.88835525512695,57.91048495374672,-0.006391417700797319,0.0,0.0
21,38.720645795549665,0.0,54.33234786987305,54.355932360805845,-0.006423221435397863,0.0,0.0
22,36.208387647356304,0.0,50.58854675292969,50.61388284570499,-0.0034487301018089056,0.0,0.0
23,33.566151646205356,0.0,46.6522216796875,46.67968161610842,-0.004317143000662327,0.0,0.0
24,30.79123584202358,0.0,42.51986312866211,42.54998640156583,0.015295242890715599,0.0,0.0
25,27.87803589957101,0.0,38.188255310058594,38.22180492952043,0.005284573882818222,0.0,0.0
26,24.82979267665318,0.0,33.65322494506836,33.691286458120366,0.0070976330898702145,0.0,0.0
27,21.636248234340123,0.0,28.909984588623047,28.95427703624123,0.006725518964231014,0.0,0.0
28,18.29935700552804,0.0,23.956106185913086,24.0095437465598,0.0020783129148185253,0.0,0.0
29,14.818304307120187,0.0,18.78727912902832,18.855382564672514,-0.013033733703196049,0.0,0.0
30,11.18989977155413,0.0,13.399527549743652,13.494838716971401,-0.006230291444808245,0.0,0.0
31,7.403276879446847,0.0,7.790153980255127,7.952947528410359,0.011298906989395618,0.0,0.008064516129032258
32,3.4812716381890434,0.031087662492479597,2.200225830078125,2.52530659995318,-0.011570984497666359,0.22580645161290322,0.4032258064516129
33,0.9192554133278983,0.43181818212781636,1.3462425470352173,1.5929402556964853,0.16001230478286743,0.41935483870967744,0.8467741935483871
34,0.7885718532970973,0.49902597325188774,1.2251254320144653,1.5419839154553692,0.2719806134700775,0.5,0.8225806451612904
35,0.7805639386177063,0.5366071428571428,1.2189825773239136,1.505062540598859,0.4235277771949768,0.5161290322580645,0.8145161290322581
36,0.7448882392474583,0.5477272731917245,1.1316583156585693,1.4692472062706654,0.4021812379360199,0.5161290322580645,0.8629032258064516
37,0.7202433160373143,0.5994318178721837,1.1660569906234741,1.525347876346613,0.41815680265426636,0.532258064516129,0.7903225806451613
38,0.761972085067204,0.5306818178721837,1.0939102172851562,1.4187942497982216,0.4813825190067291,0.5080645161290323,0.8870967741935484
39,0.7200238857950483,0.5591720781155995,1.2196099758148193,1.5198465133019097,0.44960811734199524,0.5483870967741935,0.7903225806451613
40,0.7361164195196969,0.5785714285714286,1.0679582357406616,1.4171505083095106,0.47607070207595825,0.5241935483870968,0.8548387096774194
41,0.7343990394047328,0.5508928571428572,1.0618547201156616,1.425713942519812,0.5030674338340759,0.532258064516129,0.8709677419354839
42,0.7022082584244864,0.6011363642556327,1.0553345680236816,1.3737300730432358,0.5136334300041199,0.5564516129032258,0.8709677419354839
43,0.7064693825585502,0.5860389607293265,1.0902599096298218,1.388115579640981,0.5059036016464233,0.5725806451612904,0.8548387096774194
44,0.702085680621011,0.6097402589661735,1.071234941482544,1.3804603874328891,0.5077812075614929,0.5967741935483871,0.8629032258064516
45,0.6942560349191939,0.5913149356842041,1.0614941120147705,1.4083955715278833,0.5151684284210205,0.5483870967741935,0.8870967741935484
46,0.701961213350296,0.5918831161090305,1.04317045211792,1.3838734409232871,0.5260899662971497,0.532258064516129,0.8709677419354839
47,0.6899482599326543,0.5967532464436123,1.028657078742981,1.3702404703589428,0.5235803127288818,0.532258064516129,0.8709677419354839
48,0.6977804507528033,0.5936688303947448,1.0350511074066162,1.3444812027229696,0.5623576641082764,0.5483870967741935,0.8790322580645161
49,0.6969396029199872,0.594967532157898,1.0155940055847168,1.351633279523695,0.5387514233589172,0.5403225806451613,0.8951612903225806
50,0.6858940916402,0.5926948053496225,1.0179245471954346,1.3396078185616769,0.5499834418296814,0.5483870967741935,0.8951612903225806
51,0.6865848813738141,0.5988636357443673,1.0322576761245728,1.3891894184912286,0.5109610557556152,0.532258064516129,0.8790322580645161
52,0.7039621557508197,0.6017857142857143,1.0105005502700806,1.339699784710394,0.552230954170227,0.532258064516129,0.8790322580645161
53,0.7053728180272238,0.587094156231199,1.0165289640426636,1.372406420826714,0.5447090268135071,0.532258064516129,0.8870967741935484
54,0.6746118596621922,0.6038961035864694,1.0155823230743408,1.3588880784976802,0.5567574501037598,0.5241935483870968,0.8790322580645161
55,0.6935770681926182,0.5927759732518877,1.0630590915679932,1.3465727057505115,0.5641094446182251,0.6290322580645161,0.8709677419354839
56,0.7166492530277797,0.58125,1.1345460414886475,1.4901720586423974,0.5426252484321594,0.5403225806451613,0.8467741935483871
57,0.6855985045433044,0.5867694803646633,1.0591316223144531,1.3987886211800762,0.5055796504020691,0.5564516129032258,0.8951612903225806
58,0.6725555300712586,0.6155032464436122,1.0259900093078613,1.3527637061018856,0.5357697010040283,0.5564516129032258,0.8790322580645161
59,0.6661387409482683,0.6088474018233163,0.9954217076301575,1.315161051007781,0.5704173445701599,0.5887096774193549,0.8790322580645161
60,0.677102974482945,0.59375,0.9965070486068726,1.3402156480522067,0.5676174163818359,0.5241935483870968,0.8790322580645161
61,0.6687706691878182,0.5953733767781939,1.000117301940918,1.3355719082838484,0.5537275075912476,0.5564516129032258,0.8870967741935484
62,0.6600353147302355,0.6059253249849592,1.0234826803207397,1.335514782511349,0.5541988611221313,0.6048387096774194,0.8870967741935484
63,0.6700794833047049,0.5913961035864693,0.9948493838310242,1.3355711495981928,0.5645921230316162,0.532258064516129,0.8790322580645161
64,0.6677455008029938,0.6065746750150408,0.9952844977378845,1.3241834157545038,0.5645351409912109,0.5564516129032258,0.8870967741935484
65,0.6607103415897915,0.6131493500300816,0.9903976917266846,1.3235477784384617,0.5639840960502625,0.5645161290322581,0.8870967741935484
66,0.6625140462602888,0.6150974018233163,1.0084842443466187,1.3338760622435164,0.5537939667701721,0.5967741935483871,0.8870967741935484
67,0.6630428433418274,0.6079545446804592,1.001198410987854,1.3362728835627447,0.5543992519378662,0.5564516129032258,0.8870967741935484
68,0.6678618243762425,0.5994318178721837,1.0038056373596191,1.3362834103353325,0.5515337586402893,0.5725806451612904,0.8951612903225806
69,0.6642738589218684,0.6176948053496224,1.0034681558609009,1.3455448140563402,0.54936283826828,0.5403225806451613,0.8790322580645161
70,0.6644420487540109,0.6168019482067653,1.0031061172485352,1.3390944807580256,0.5508816838264465,0.5564516129032258,0.8870967741935484
71,0.6615133030073983,0.6034902589661735,1.0065240859985352,1.3395832130981835,0.5486499667167664,0.5645161290322581,0.8951612903225806
72,0.6649213101182665,0.613311687537602,1.000683069229126,1.3325499925664717,0.5549560189247131,0.5725806451612904,0.8951612903225806
73,0.6570569591862815,0.6211850643157959,0.9966501593589783,1.3345214298853054,0.5577829480171204,0.5403225806451613,0.8870967741935484
74,0.6658259374754769,0.6003246750150408,0.9961415529251099,1.3319031326566428,0.5573293566703796,0.5564516129032258,0.8870967741935484
75,0.6624607818467276,0.6004058446202959,0.9948971271514893,1.3320513413331976,0.5579914450645447,0.5483870967741935,0.8870967741935484
76,0.6797835656574794,0.6008116875376021,0.9983811974525452,1.32968882326448,0.5576879978179932,0.5725806451612904,0.8870967741935484
77,0.660912675516946,0.5981331161090306,0.9957224130630493,1.3303816080815472,0.5582155585289001,0.5645161290322581,0.8870967741935484
78,0.6588308419500079,0.6061688303947449,0.9940921068191528,1.3278081628194869,0.5604460835456848,0.5725806451612904,0.8870967741935484
79,0.6570325936589922,0.6098214285714286,0.9962212443351746,1.3255134487383577,0.561298131942749,0.5806451612903226,0.8951612903225806
80,0.6602005124092102,0.6232954544680459,0.99200040102005,1.3254309313351371,0.562483012676239,0.5725806451612904,0.8951612903225806
81,0.6656111717224121,0.6094967535563878,0.9919424653053284,1.3252789239783629,0.5625174045562744,0.5725806451612904,0.8870967741935484
82,0.6625605668340411,0.6191558446202959,0.9916663765907288,1.325750539645395,0.5623852014541626,0.5645161290322581,0.8951612903225806
83,0.6524740602288928,0.6249188303947448,0.9921432137489319,1.3255441609886176,0.562274158000946,0.5725806451612904,0.8870967741935484
84,0.6526520456586565,0.621672078541347,0.9921490550041199,1.3249924011732328,0.5625437498092651,0.5725806451612904,0.8870967741935484
85,0.6769141282354082,0.6051948053496224,0.9917501211166382,1.3256678571522251,0.5624181628227234,0.5645161290322581,0.8870967741935484
86,0.6604732777391161,0.6138798705169133,0.9918375611305237,1.3248343148195278,0.5628329515457153,0.5725806451612904,0.8870967741935484
87,0.6578067507062639,0.6043831161090306,0.9922181963920593,1.3244569727330349,0.562890887260437,0.5725806451612904,0.8870967741935484
88,0.6532653280666896,0.6043831161090306,0.9916946887969971,1.3246267134786842,0.562953531742096,0.5725806451612904,0.8870967741935484
89,0.6636822376932416,0.6091720785413469,0.9915566444396973,1.324844482580037,0.562893807888031,0.5725806451612904,0.8870967741935484
90,0.6576665503638132,0.612905844620296,0.9915856122970581,1.3249170043431104,0.5628350377082825,0.5725806451612904,0.8870967741935484
91,0.6606647763933454,0.6194805196353368,0.9913543462753296,1.3249768363079502,0.5628954172134399,0.5725806451612904,0.8870967741935484
92,0.6604967202459063,0.6079545446804592,0.9915794730186462,1.3248535705123248,0.5628589987754822,0.5725806451612904,0.8870967741935484
93,0.6559297101838248,0.6084415589060103,0.9913453459739685,1.3249181290290206,0.562931478023529,0.5725806451612904,0.8870967741935484
94,0.6764900990894862,0.597889610699245,0.9915778636932373,1.325016063017016,0.5627920031547546,0.5725806451612904,0.8870967741935484
95,0.6635239413806371,0.6124188303947449,0.991600513458252,1.3250457072021806,0.5627655982971191,0.5725806451612904,0.8870967741935484
96,0.665466674736568,0.6004870133740562,0.9915499687194824,1.3251386839785593,0.5627445578575134,0.5725806451612904,0.8870967741935484
97,0.6674793686185564,0.6039772731917245,0.9915245175361633,1.3251690001043586,0.5627439022064209,0.5725806451612904,0.8870967741935484
98,0.6501477207456317,0.6159902589661734,0.9915078282356262,1.3251840229720155,0.5627446174621582,0.5725806451612904,0.8870967741935484
99,0.6597992547920772,0.6114448053496224,0.9915085434913635,1.32521213416806,0.5627318024635315,0.5725806451612904,0.8870967741935484
